1,1,1,0.8301773826
2,1,2,0.5310247811
3,1,3,0.3541109483
4,1,4,0.5520915044
5,1,5,0.8257884169
6,1,6,0.4971216884
7,1,7,0.3929170021
8,1,8,0.6543121631
9,1,9,0.7738879300
10,1,10,0.7021030784
11,1,11,0.6021754937
12,1,12,0.2023183000
13,1,13,0.7873602198
14,1,14,0.0228710207
15,1,15,0.9278293317
16,1,16,0.3151431535
17,1,17,0.1208992717
18,1,18,0.6008967897
19,1,19,0.1887033698
20,1,20,0.5441730078
21,1,21,0.5403065300
22,1,22,0.4680949440
23,1,23,0.0448866347
24,1,24,0.7742097923
25,1,25,0.0550542003
26,1,26,0.3138805777
27,1,27,0.3121545338
28,1,28,0.8424783023
29,1,29,0.9816775140
30,1,30,0.8091693060
31,1,31,0.4869658547
32,1,32,0.8118548966
33,1,33,0.3401940870
34,1,34,0.8410768029
35,1,35,0.3639464010
36,1,36,0.1659825039
37,1,37,0.3381984918
38,1,38,0.7568634031
39,1,39,0.8202946670
40,1,40,0.1120864218
41,1,41,0.4589664820
42,1,42,0.4224701612
43,1,43,0.3144047218
44,1,44,0.2463267017
45,1,45,0.4453411819
46,1,46,0.2422340540
47,1,47,0.5614698553
48,1,48,0.5662404536
49,1,49,0.8431308437
50,1,50,0.7501732251
51,1,51,0.1104134615
52,1,52,0.3834373737
53,1,53,0.2182681691
54,1,54,0.1553000961
55,1,55,0.1576471659
56,1,56,0.2733223699
57,1,57,0.4691806738
58,1,58,0.4698017002
59,1,59,0.1158006722
60,1,60,0.4508581879
61,1,61,0.2789710062
62,1,62,0.6027665273
63,1,63,0.2627130845
64,1,64,0.6191650932
65,1,65,0.4438433303
66,1,66,0.6266594860
67,1,67,0.7851475971
68,1,68,0.7820418221
69,1,69,0.3835228891
70,1,70,0.6054422641
71,1,71,0.8941282439
72,2,1,0.8424893711
73,2,2,0.0279124253
74,2,3,0.2085329662
75,2,4,0.0888160728
76,2,5,0.4732536073
77,2,6,0.4507670202
78,2,7,0.6502859280
79,2,8,0.0394940609
80,2,9,0.2938978639
81,2,10,0.4004591531
82,2,11,0.1499075224
83,2,12,0.6773352381
84,2,13,0.6187273227
85,2,14,0.3052076185
86,2,15,0.8349824040
87,2,16,0.8920496926
88,2,17,0.7743882923
89,2,18,0.3047841042
90,2,19,0.0078503648
91,2,20,0.2252464802
92,2,21,0.5837551104
93,2,22,0.6106168921
94,2,23,0.4879595651
95,2,24,0.2029202036
96,2,25,0.0544602228
97,2,26,0.1146190511
98,2,27,0.9880678006
99,2,28,0.8365020449
100,2,29,0.4981419402
101,2,30,0.5935100652
102,2,31,0.7306302893
103,2,32,0.3406313118
104,2,33,0.6214224906
105,2,34,0.9391632555
106,2,35,0.4294473846
107,2,36,0.0946760983
108,2,37,0.3899302757
109,2,38,0.0797333131
110,2,39,0.1341701592
111,2,40,0.6838281397
112,2,41,0.4801924662
113,2,42,0.2840776821
114,2,43,0.3611633778
115,2,44,0.0989197888
116,2,45,0.5892853006
117,2,46,0.1961457822
118,2,47,0.9909694814
119,2,48,0.3636735934
120,2,49,0.5009298865
121,2,50,0.9988198467
122,2,51,0.5889200736
123,2,52,0.0846849973
124,2,53,0.6094367388
125,2,54,0.0768796387
126,2,55,0.2876052009
127,2,56,0.6638969616
128,2,57,0.1914986898
129,2,58,0.2756730020
130,2,59,0.5003990070
131,2,60,0.6896406305
132,2,61,0.8691830672
133,2,62,0.2310292963
134,2,63,0.0302719423
135,2,64,0.4906055578
136,2,65,0.1701925518
137,2,66,0.4597193268
138,2,67,0.5852816561
139,2,68,0.5601228275
140,2,69,0.5394526399
141,2,70,0.7194518158
142,2,71,0.2439509672
143,3,1,0.0196451065
144,3,2,0.0035294979
145,3,3,0.6051143454
146,3,4,0.1185648954
147,3,5,0.5928147985
148,3,6,0.8012601277
149,3,7,0.1095343772
150,3,8,0.9564883919
151,3,9,0.3021900142
152,3,10,0.1083542239
153,3,11,0.5454084659
154,3,12,0.3868750115
155,3,13,0.7177909627
156,3,14,0.6222881046
157,3,15,0.6744802129
158,3,16,0.3816879247
159,3,17,0.8137867949
160,3,18,0.9501532149
161,3,19,0.8820869317
162,3,20,0.5034274254
163,3,21,0.8193362821
164,3,22,0.1131162280
165,3,23,0.5336993677
166,3,24,0.3099418399
167,3,25,0.2833087798
168,3,26,0.9934186945
169,3,27,0.8952234965
170,3,28,0.8434316074
171,3,29,0.5328713348
172,3,30,0.6146753123
173,3,31,0.0873825746
174,3,32,0.5525164413
175,3,33,0.6182048102
176,3,34,0.6924969200
177,3,35,0.6710813367
178,3,36,0.2110196087
179,3,37,0.4937570477
180,3,38,0.7806157139
181,3,39,0.1675080010
182,3,40,0.7959470623
183,3,41,0.8889699378
184,3,42,0.7129164669
185,3,43,0.1828220738
186,3,44,0.6067609009
187,3,45,0.3352045715
188,3,46,0.8573022867
189,3,47,0.9884488257
190,3,48,0.1489913664
191,3,49,0.8074555015
192,3,50,0.8705357574
193,3,51,0.6524187918
194,3,52,0.6267917836
195,3,53,0.9836519854
196,3,54,0.1861181594
197,3,55,0.9367336240
198,3,56,0.2669607652
199,3,57,0.1795368544
200,3,58,0.8319571204
201,3,59,0.1103923726
202,3,60,0.7124081892
203,3,61,0.4466324328
204,3,62,0.1977749472
205,3,63,0.2649246305
206,3,64,0.0648372429
207,3,65,0.8902718676
208,3,66,0.9360059672
209,3,67,0.2758568516
210,3,68,0.3840289153
211,3,69,0.7166216816
212,3,70,0.4433648526
213,3,71,0.1799759776
214,4,1,0.6055916194
215,4,2,0.1562813194
216,4,3,0.3627980519
217,4,4,0.2123525203
218,4,5,0.4914858914
219,4,6,0.2201003386
220,4,7,0.2008013460
221,4,8,0.6404772578
222,4,9,0.0275558406
223,4,10,0.0713371034
224,4,11,0.2928960500
225,4,12,0.6543476242
226,4,13,0.0549890888
227,4,14,0.4790142095
228,4,15,0.5910812481
229,4,16,0.3219498540
230,4,17,0.6585510639
231,4,18,0.4230383686
232,4,19,0.4323422266
